npoin  nele  nsec npfix  nlod   nstr
 2500  4800     1    50     3      1
  sec               t               E              po           alpha           gamma        gkh        gkv
    1   5.0000000e+01   3.2500000e+08   2.0000000e-01   1.0000000e-05   2.4000000e+01      0.000      1.000
 node               x               y              fx              fy          deltaT   kox   koy
 3952  -5.7865344e+00   2.8271125e+02   5.0046295e+00   2.8279804e+02  -5.8733246e+00   8.9006477e+01
 3953  -6.7407091e+00   2.5808360e+02   4.2588101e+00   2.5815207e+02  -6.8091800e+00   8.9078907e+01
 3954  -5.7096558e+00   2.8187455e+02   5.1434870e+00   2.8196651e+02  -5.8016184e+00   8.8975693e+01
 3955  -1.0138179e+01   2.8184092e+02   3.6561028e+00   2.8188670e+02  -1.0183953e+01   8.9282704e+01
 3956  -6.0228007e+00   2.5633011e+02   4.3202206e+00   2.5640124e+02  -6.0939234e+00   8.9056839e+01
 3957  -1.0565855e+01   2.5759356e+02   3.2270178e+00   2.5763239e+02  -1.0604683e+01   8.9310638e+01
 3958  -1.0455206e+01   2.5544363e+02   4.8179587e+00   2.5553090e+02  -1.0542476e+01   8.8962282e+01
 3959  -7.0896060e+00   2.2997815e+02   3.6430649e+00   2.3003412e+02  -7.1455764e+00   8.9119802e+01
 3960  -9.9870550e+00   2.8101907e+02   4.6910678e+00   2.8109467e+02  -1.0062656e+01   8.9076702e+01
 3961  -5.8525201e+00   2.5853623e+02   5.0451531e+00   2.5863246e+02  -5.9487584e+00   8.8907193e+01
 3962  -5.0893606e+00   3.0708502e+02   3.6382575e+00   3.0712741e+02  -5.1317571e+00   8.9332363e+01
 3963  -1.0498634e+01   2.3395095e+02   4.0514437e+00   2.3401807e+02  -1.0565763e+01   8.9050742e+01
 3964  -1.2531981e+01   1.8351810e+02   1.7711198e+00   1.8353410e+02  -1.2547980e+01   8.9482445e+01
 3965  -1.1528114e+01   2.0778561e+02   1.9104503e+00   2.0780225e+02  -1.1544755e+01   8.9500945e+01
 3966  -1.3276738e+01   1.5669004e+02   1.8610748e+00   1.5671041e+02  -1.3297114e+01   8.9372732e+01
 3967  -7.7185899e+00   1.8448078e+02   3.8743950e+00   1.8455885e+02  -7.7966591e+00   8.8845645e+01
 3968  -9.4249335e+00   1.5563715e+02   2.7940484e+00   1.5568443e+02  -9.4722155e+00   8.9030510e+01
 3969  -9.5222128e+00   1.5744094e+02   1.5544804e+00   1.5745541e+02  -9.5366843e+00   8.9466620e+01
 3970  -7.4386728e+00   2.0898464e+02   3.6732751e+00   2.0904697e+02  -7.5010000e+00   8.9027913e+01
 3971  -1.2558739e+01   1.8205090e+02   1.4510540e+00   1.8206172e+02  -1.2569558e+01   8.9572821e+01
 3972  -7.0140274e+00   2.0648706e+02   5.0162081e+00   2.0660485e+02  -7.1318182e+00   8.8654825e+01
 3973  -1.1439217e+01   2.0818453e+02   4.1069695e+00   2.0826131e+02  -1.1515990e+01   8.8929067e+01
 3974  -7.9184709e+00   1.8212810e+02   4.1879176e+00   1.8222035e+02  -8.0107122e+00   8.8738231e+01
 3975  -1.1747367e+01   1.8282036e+02   3.1423707e+00   1.8287110e+02  -1.1798105e+01   8.9074965e+01
 3976  -1.1963977e+01   1.8131900e+02   3.5196600e+00   1.8138308e+02  -1.2028048e+01   8.8957112e+01
 3977  -1.2811371e+01   1.5795791e+02   2.9205394e+00   1.5800785e+02  -1.2861304e+01   8.9020495e+01
 3978  -1.0998414e+01   2.0569018e+02   2.9547501e+00   2.0573046e+02  -1.1038697e+01   8.9218912e+01
 3979  -7.6760281e+00   1.8363463e+02   3.4286142e+00   1.8369606e+02  -7.7374550e+00   8.8973601e+01
 3980  -7.0801137e+00   2.2998005e+02   4.2355695e+00   2.3005570e+02  -7.1557667e+00   8.8976728e+01
 3981  -1.2148459e+01   1.6097816e+02   3.8010168e+00   1.6106158e+02  -1.2231871e+01   8.8742871e+01
 3982  -1.0685736e+01   2.3391352e+02   5.1570205e+00   2.3402220e+02  -1.0794416e+01   8.8792717e+01
 3983  -5.7120710e+00   2.8294683e+02   4.0763447e+00   2.8300439e+02  -5.7696243e+00   8.9191103e+01
 3984  -5.3415757e+00   3.0776986e+02   2.1254988e+00   3.0778429e+02  -5.3560036e+00   8.9611082e+01
 3985  -1.3685493e+01   1.3662454e+02   1.6471225e+00   1.3664258e+02  -1.3703541e+01   8.9372244e+01
 3986  -1.4773022e+01   1.1025101e+02   8.2854432e-02   1.1025106e+02  -1.4773076e+01   8.9962030e+01
 3987  -1.0477470e+01   1.3172876e+02   3.6284756e-01   1.3172969e+02  -1.0478396e+01   8.9853808e+01
 3988  -1.2298325e+01   8.6761679e+01   1.6459913e+00   8.6789022e+01  -1.2325668e+01   8.9048318e+01
 3989  -1.6026679e+01   8.6016009e+01  -6.2413521e-01   8.6019826e+01  -1.6030497e+01   9.0350427e+01
 3990  -1.1331123e+01   1.0949379e+02   9.7774746e-01   1.0950170e+02  -1.1339035e+01   8.9536388e+01
 3991  -1.0768243e+01   1.1105196e+02   6.5982103e-01   1.1105554e+02  -1.0771817e+01   8.9689678e+01
 3992  -1.5108740e+01   1.0809145e+02   1.8807198e-01   1.0809174e+02  -1.5109027e+01   8.9912535e+01
 3993  -9.9277315e+00   1.3429224e+02   1.1719691e+00   1.3430176e+02  -9.9372545e+00   8.9534441e+01
 3994  -1.5690610e+01   8.3412435e+01   6.9316506e-01   8.3417283e+01  -1.5695458e+01   8.9599277e+01
 3995  -1.0573393e+01   1.0899852e+02   2.3876815e+00   1.0904618e+02  -1.0621053e+01   8.8856492e+01
 3996  -1.2137464e+01   8.4964775e+01   2.3949937e+00   8.5023811e+01  -1.2196500e+01   8.8587964e+01
 3997  -1.2217718e+01   8.4107013e+01   9.1869045e-03   8.4107014e+01  -1.2217719e+01   8.9994535e+01
 3998  -1.5929267e+01   8.4206414e+01   5.0384459e-01   8.4208949e+01  -1.5931802e+01   8.9711719e+01
 3999  -1.5035600e+01   1.0875289e+02   8.1840461e-01   1.0875830e+02  -1.5041010e+01   8.9621222e+01
 4000  -1.3208371e+01   1.3671996e+02   1.1940315e+00   1.3672947e+02  -1.3217880e+01   8.9543734e+01
 4001  -1.6627323e+01   6.2058985e+01  -1.5874519e-01   6.2059306e+01  -1.6627644e+01   9.0115590e+01
 4002  -1.8360731e+01   3.7889973e+01   8.7855366e-01   3.7903692e+01  -1.8374450e+01   8.9105415e+01
 4003  -1.4077977e+01   5.9303744e+01  -9.0113546e-02   5.9303855e+01  -1.4078088e+01   9.0070360e+01
 4004  -1.9963848e+01   1.2578006e+01   8.9386667e-01   1.2602540e+01  -1.9988382e+01   8.8427768e+01
 4005  -1.5574337e+01   3.4525559e+01   1.0712270e+00   3.4548454e+01  -1.5597231e+01   8.8775658e+01
 4006  -1.6700626e+01   1.1683835e+01   1.6835502e+00   1.1783341e+01  -1.6800133e+01   8.6617458e+01
 4007  -1.7661578e+01   1.3038460e+01   6.7085000e-02   1.3038606e+01  -1.7661724e+01   8.9874799e+01
 4008  -1.8461376e+01   3.7869844e+01  -2.4260288e-01   3.7870889e+01  -1.8462420e+01   9.0246751e+01
 4009  -1.5386972e+01   3.4563032e+01  -2.4185516e-01   3.4564203e+01  -1.5388143e+01   9.0277414e+01
 4010  -1.5088645e+01   3.6372040e+01   3.8237273e-01   3.6374881e+01  -1.5091486e+01   8.9574302e+01
 4011  -1.6731448e+01   6.0129236e+01   8.5747992e-01   6.0138802e+01  -1.6741013e+01   8.9360898e+01
 4012  -1.6349361e+01   1.2247469e+01   3.5837354e-01   1.2251960e+01  -1.6353851e+01   8.9282123e+01
 4013  -2.0164855e+01   1.0990989e+01  -1.3322847e+00   1.1047856e+01  -2.0221722e+01   9.2444132e+01
 4014  -1.9412236e+01   1.1634894e+01  -1.0266433e+00   1.1668805e+01  -1.9446147e+01   9.1891859e+01
 4015  -1.7547952e+01   3.5880179e+01  -3.1150990e-02   3.5880197e+01  -1.7547970e+01   9.0033406e+01
 4016  -1.3896083e+01   6.0696309e+01   1.3701752e+00   6.0721469e+01  -1.3921243e+01   8.8948016e+01
 4017  -1.6722426e+01   6.2039965e+01   8.7594590e-01   6.2049705e+01  -1.6732166e+01   8.9362897e+01
 4018  -9.5891912e+00   1.3568919e+02   2.0568344e+00   1.3571830e+02  -9.6183058e+00   8.9189030e+01
 4019  -1.3492163e+01   5.9420907e+01   4.5353231e-01   5.9423728e+01  -1.3494984e+01   8.9643628e+01
 4020  -9.6975334e+00   1.3407576e+02   3.1355987e+00   1.3414411e+02  -9.7658862e+00   8.8751209e+01
 4021  -1.3019472e+01   1.3500313e+02   2.3374099e+00   1.3504003e+02  -1.3056373e+01   8.9095549e+01
 4022  -1.5322807e+01   8.5727072e+01   5.5755808e-01   8.5730148e+01  -1.5325883e+01   8.9683875e+01
 4023  -1.4555878e+01   1.0978404e+02   1.4539470e+00   1.0980104e+02  -1.4572878e+01   8.9330144e+01
 4024  -1.0631217e+01   1.0918502e+02   2.5624957e+00   1.0923980e+02  -1.0685996e+01   8.8775368e+01
 4025  -1.1457259e+01   8.6500181e+01   2.7591031e+00   8.6577834e+01  -1.1534911e+01   8.8387891e+01
 4026  -1.3419660e+01   1.3333134e+02   2.8590817e+00   1.3338702e+02  -1.3475341e+01   8.8884297e+01
 4027  -1.0657820e+01   1.1056365e+02   2.4957782e+00   1.1061501e+02  -1.0709183e+01   8.8821027e+01
 4028  -1.3932006e+01   1.0852486e+02   2.2182863e+00   1.0856503e+02  -1.3972177e+01   8.8962550e+01
 4029  -1.3237515e+01   1.3182136e+02   2.6289098e+00   1.3186898e+02  -1.3285143e+01   8.8962080e+01
 4030  -1.4671213e+01   8.3280864e+01   1.7910764e+00   8.3313604e+01  -1.4703952e+01   8.8952800e+01
 4031  -9.5308544e+00   1.0898266e+02   3.8379344e+00   1.0910681e+02  -9.6550118e+00   8.8147125e+01
 4032  -1.1052308e+01   8.5011587e+01   3.5742852e+00   8.5144393e+01  -1.1185115e+01   8.7872097e+01
 4033  -1.1475224e+01   8.3920062e+01   1.2377491e+00   8.3936119e+01  -1.1491281e+01   8.9256757e+01
 4034  -1.3214498e+01   1.0824593e+02   1.7490790e+00   1.0827111e+02  -1.3239681e+01   8.9175146e+01
 4035  -9.1075073e+00   1.3264736e+02   4.0684729e+00   1.3276403e+02  -9.2241795e+00   8.8357370e+01
 4036  -8.3144682e+00   1.5885729e+02   3.2299764e+00   1.5891968e+02  -8.3768522e+00   8.8893521e+01
 4037  -1.5874349e+01   6.1924439e+01   7.0994364e-01   6.1930916e+01  -1.5880827e+01   8.9477212e+01
 4038  -1.7223258e+01   3.7815695e+01   1.6166232e+00   3.7863138e+01  -1.7270701e+01   8.8319020e+01
 4039  -1.2998083e+01   5.8941571e+01   7.4547752e-01   5.8949295e+01  -1.3005807e+01   8.9406355e+01
 4040  -1.8916194e+01   1.2662716e+01   1.1784839e+00   1.2706635e+01  -1.8960112e+01   8.7865753e+01
 4041  -1.4519191e+01   3.4647729e+01   1.7712564e+00   3.4711457e+01  -1.4582919e+01   8.7939459e+01
 4042  -1.5598410e+01   1.1647126e+01   1.9458821e+00   1.1785400e+01  -1.5736683e+01   8.5935418e+01
 4043  -1.7017630e+01   1.3042429e+01   2.4073687e-01   1.3044357e+01  -1.7019558e+01   8.9541184e+01
 4044  -1.7174924e+01   3.7825362e+01   3.2779086e-01   3.7827315e+01  -1.7176877e+01   8.9658545e+01
 4045  -1.4821772e+01   3.4587213e+01   4.4658695e-01   3.4591249e+01  -1.4825808e+01   8.9482184e+01
 4046  -1.3636989e+01   3.6350111e+01   1.0153521e+00   3.6370726e+01  -1.3657605e+01   8.8836832e+01
 4047  -1.5371037e+01   6.0155097e+01   1.7583055e+00   6.0196010e+01  -1.5411950e+01   8.8667074e+01
 4048  -1.4750674e+01   1.2228279e+01   6.1947340e-01   1.2242496e+01  -1.4764890e+01   8.8685335e+01
 4049  -1.8701718e+01   1.1026465e+01  -1.0981463e+00   1.1066975e+01  -1.8742228e+01   9.2112643e+01
 4050  -1.7572433e+01   1.1663928e+01  -8.2403122e-01   1.1687135e+01  -1.7595640e+01   9.1613183e+01
 4051  -1.5951136e+01   3.5887281e+01   5.4972351e-01   3.5893110e+01  -1.5956965e+01   8.9392495e+01
 4052  -1.2598057e+01   6.0709693e+01   2.2847574e+00   6.0780832e+01  -1.2669197e+01   8.8216590e+01
 4053  -1.5661213e+01   6.1967066e+01   1.6828299e+00   6.2003529e+01  -1.5697676e+01   8.8758716e+01
 4054  -1.4580014e+01   8.4306046e+01   1.7153635e+00   8.4335793e+01  -1.4609761e+01   8.9006496e+01
 4055  -1.2933073e+01   5.8954573e+01   1.7320502e+00   5.8996280e+01  -1.2974781e+01   8.8620591e+01
 4056  -8.8704911e+00   1.5574804e+02   2.3435374e+00   1.5578140e+02  -8.9038473e+00   8.9184548e+01
 4057  -1.2234278e+01   1.6096100e+02   3.7630518e+00   1.6104272e+02  -1.2316000e+01   8.8755905e+01
 4058  -1.0012987e+01   1.3182166e+02  -5.2820555e-02   1.3182168e+02  -1.0013007e+01   9.0021337e+01
 4059  -9.8512300e+00   2.8115456e+02   5.5898084e+00   2.8126189e+02  -9.9585627e+00   8.8899970e+01
 4060  -4.6529996e+00   3.0714571e+02   5.7732592e+00   3.0725257e+02  -4.7598605e+00   8.8939597e+01
 4061  -5.9059834e+00   2.5781229e+02   7.1239187e+00   2.5800459e+02  -6.0982842e+00   8.8453751e+01
 4062  -1.0080645e+01   2.5697736e+02   4.9398960e+00   2.5706870e+02  -1.0171989e+01   8.8940656e+01
 4063  -5.3000706e+00   2.8088023e+02   7.0154185e+00   2.8105210e+02  -5.4719432e+00   8.8596576e+01
 4064  -5.1239287e+00   2.8210002e+02   6.6724254e+00   2.8225494e+02  -5.2788505e+00   8.8669933e+01
 4065  -4.7447611e+00   2.7981350e+02   7.5404912e+00   2.8001317e+02  -4.9444360e+00   8.8483142e+01
 4066  -9.2159046e+00   2.8009706e+02   6.1446319e+00   2.8022751e+02  -9.3463498e+00   8.8783843e+01
 4067  -5.3842793e+00   2.5474033e+02   6.9696802e+00   2.5492694e+02  -5.5708884e+00   8.8466306e+01
 4068  -9.6367936e+00   2.5535333e+02   5.7565095e+00   2.5547833e+02  -9.7617861e+00   8.8756118e+01
 4069  -9.4051540e+00   2.5393616e+02   6.7940043e+00   2.5411132e+02  -9.5803176e+00   8.8523122e+01
 4070  -9.6333420e+00   2.3349502e+02   6.6387307e+00   2.3367616e+02  -9.8144806e+00   8.8437065e+01
 4071  -8.8845353e+00   2.7898554e+02   6.9125868e+00   2.7915144e+02  -9.0504307e+00   8.8625220e+01
 4072  -4.9921072e+00   2.5628227e+02   6.4043800e+00   2.5643916e+02  -5.1489977e+00   8.8596684e+01
 4073  -4.1487734e+00   3.0543272e+02   6.0897415e+00   3.0555246e+02  -4.2685177e+00   8.8873522e+01
 4074  -1.0075178e+01   2.3086692e+02   6.1553334e+00   2.3102406e+02  -1.0232326e+01   8.8537540e+01
 4075  -1.0703179e+01   2.0763487e+02   4.9727044e+00   2.0774807e+02  -1.0816375e+01   8.8695976e+01
 4076  -6.3810190e+00   2.2924568e+02   5.4643606e+00   2.2937233e+02  -6.5076736e+00   8.8672219e+01
 4077  -7.6891434e+00   1.8368667e+02   5.7338273e+00   1.8385831e+02  -7.8607811e+00   8.8285406e+01
 4078  -1.1462963e+01   1.8293191e+02   4.1830936e+00   1.8302188e+02  -1.1552935e+01   8.8767839e+01
 4079  -1.1642749e+01   1.5905673e+02   3.6621313e+00   1.5913526e+02  -1.1721279e+01   8.8771548e+01
 4080  -7.6299272e+00   1.5985929e+02   4.9305998e+00   1.6000432e+02  -7.7749502e+00   8.8315254e+01
 4081  -6.6102175e+00   2.0719564e+02   6.1906123e+00   2.0737473e+02  -6.7893127e+00   8.8342888e+01
 4082  -6.5340369e+00   2.0846870e+02   5.3690496e+00   2.0860270e+02  -6.6680294e+00   8.8570397e+01
 4083  -5.9199367e+00   2.0563360e+02   6.9515061e+00   2.0586177e+02  -6.1481124e+00   8.8120003e+01
 4084  -1.0885689e+01   2.0634054e+02   5.5319032e+00   2.0648133e+02  -1.1026474e+01   8.8542160e+01
 4085  -1.1064765e+01   1.5717994e+02   4.2255116e+00   1.5728600e+02  -1.1170823e+01   8.8562209e+01
 4086  -1.0698733e+01   1.8173961e+02   4.7306992e+00   1.8185584e+02  -1.0814958e+01   8.8592635e+01
 4087  -6.2329056e+00   1.8133924e+02   6.0858509e+00   1.8153649e+02  -6.4301559e+00   8.8143619e+01
 4088  -7.2854253e+00   1.5793581e+02   4.7409331e+00   1.5807174e+02  -7.4213520e+00   8.8357730e+01
 4089  -1.0310352e+01   2.0475552e+02   5.0351560e+00   2.0487333e+02  -1.0428171e+01   8.8659561e+01
 4090  -6.9564821e+00   1.8248806e+02   5.5373060e+00   1.8264978e+02  -7.1181949e+00   8.8327196e+01
 4091  -5.8097992e+00   2.3171999e+02   5.9558919e+00   2.3186924e+02  -5.9590452e+00   8.8564551e+01
 4092  -1.2350921e+01   1.3260833e+02   4.2211024e+00   1.3273115e+02  -1.2473732e+01   8.8333473e+01
 4093  -9.4141109e+00   2.3353886e+02   6.6120126e+00   2.3371868e+02  -9.5939250e+00   8.8442221e+01
 4094  -6.2834107e+00   2.2926520e+02   5.0750198e+00   2.2937449e+02  -6.3927039e+00   8.8766295e+01
 4095  -8.6649336e+00   2.7865131e+02   7.3859958e+00   2.7884105e+02  -8.8546790e+00   8.8528402e+01
 4096  -3.5806444e+00   3.0407275e+02   7.3587099e+00   3.0424866e+02  -3.7565556e+00   8.8630596e+01
 4097  -5.1210551e+00   2.3070200e+02   7.0974095e+00   2.3091541e+02  -5.3344680e+00   8.8277685e+01
 4098  -9.1765831e+00   2.5433937e+02   7.0767484e+00   2.5452928e+02  -9.3664930e+00   8.8462793e+01
 4099  -8.9670963e+00   2.2993279e+02   6.9945940e+00   2.3013741e+02  -9.1717112e+00   8.8324388e+01
 4100  -5.2537920e+00   2.0638859e+02   7.2650340e+00   2.0663768e+02  -5.5028852e+00   8.8036293e+01
 4101  -4.2197894e+00   2.7912334e+02   9.0250549e+00   2.7941051e+02  -4.5069647e+00   8.8177476e+01
 4102  -5.0905693e+00   2.5515657e+02   8.6390044e+00   2.5544303e+02  -5.3770290e+00   8.8100832e+01
 4103  -4.0352234e+00   2.7630741e+02   8.9285514e+00   2.7659148e+02  -4.3192984e+00   8.8177665e+01
 4104  -8.5363887e+00   2.7826002e+02   8.0790333e+00   2.7848742e+02  -8.7637942e+00   8.8387687e+01
 4105  -3.7834126e+00   2.5221783e+02   7.9225304e+00   2.5246277e+02  -4.0283587e+00   8.8229113e+01
 4106  -8.4378453e+00   2.5429430e+02   7.0632096e+00   2.5448405e+02  -8.6275934e+00   8.8461160e+01
 4107  -7.4941439e+00   2.5147568e+02   7.0937417e+00   2.5166985e+02  -7.6883112e+00   8.8432112e+01
 4108  -4.8369993e+00   2.2704444e+02   7.4085100e+00   2.2728090e+02  -5.0734569e+00   8.8171910e+01
 4109  -7.9427793e+00   2.7552590e+02   8.0166699e+00   2.7575243e+02  -8.1693147e+00   8.8381364e+01
 4110  -3.9138345e+00   2.5519910e+02   9.1175748e+00   2.5551953e+02  -4.2342642e+00   8.7987215e+01
 4111  -3.4096332e+00   3.0389380e+02   8.0975293e+00   3.0410702e+02  -3.6228574e+00   8.8491636e+01
 4112  -7.9806379e+00   2.3123170e+02   7.4986087e+00   2.3146653e+02  -8.2154669e+00   8.8206292e+01
 4113  -1.0119945e+01   1.8173238e+02   4.9220722e+00   1.8185858e+02  -1.0246140e+01   8.8531335e+01
 4114  -9.1229358e+00   2.0561476e+02   5.3554976e+00   2.0574824e+02  -9.2564174e+00   8.8572243e+01
 4115  -1.0962117e+01   1.5548640e+02   5.1653757e+00   1.5564654e+02  -1.1122260e+01   8.8224225e+01
 4116  -5.5292956e+00   1.8265051e+02   7.3186509e+00   1.8293472e+02  -5.8135018e+00   8.7776142e+01
 4117  -7.0232220e+00   1.5414998e+02   6.0328668e+00   1.5437548e+02  -7.2487225e+00   8.7859357e+01
 4118  -7.4957529e+00   1.5617968e+02   5.0817598e+00   1.5633730e+02  -7.6533785e+00   8.8223374e+01
 4119  -5.1856483e+00   2.0640386e+02   6.9309613e+00   2.0663066e+02  -5.4124402e+00   8.8125861e+01
 4120  -1.0431610e+01   1.8049950e+02   4.9675427e+00   1.8062866e+02  -1.0560765e+01   8.8510653e+01
 4121  -4.5496697e+00   2.0348981e+02   7.8014907e+00   2.0378196e+02  -4.8418157e+00   8.7855421e+01
 4122  -8.6448726e+00   2.0571202e+02   7.1771595e+00   2.0595206e+02  -8.8849116e+00   8.8084466e+01
 4123  -5.2026825e+00   1.7924098e+02   6.7888894e+00   1.7949052e+02  -5.4522261e+00   8.7894889e+01
 4124  -9.1067461e+00   1.8070443e+02   5.9753506e+00   1.8089235e+02  -9.2946671e+00   8.8198678e+01
 4125  -8.5312173e+00   1.7857527e+02   5.9112291e+00   1.7876184e+02  -8.7177839e+00   8.8192266e+01
 4126  -1.0240270e+01   1.5623954e+02   5.8966407e+00   1.5644814e+02  -1.0448865e+01   8.7973993e+01
 4127  -8.9213726e+00   2.0261547e+02   6.3410670e+00   2.0280538e+02  -9.1112831e+00   8.8284545e+01
 4128  -5.1906494e+00   1.8148765e+02   6.4835928e+00   1.8171256e+02  -5.4155625e+00   8.8013230e+01
 4129  -4.3592791e+00   2.2713999e+02   7.6553942e+00   2.2739286e+02  -4.6121573e+00   8.8108055e+01
 4130  -9.2295745e+00   1.5910652e+02   6.2932500e+00   1.5934147e+02  -9.4645200e+00   8.7861974e+01
 4131  -8.1127027e+00   2.3120529e+02   7.4111353e+00   2.3143458e+02  -8.3419891e+00   8.8227943e+01
 4132  -4.2870073e+00   2.7952689e+02   8.6255457e+00   2.7978879e+02  -4.5489093e+00   8.8260832e+01
 4133  -3.7406979e+00   3.0470473e+02   6.8682676e+00   3.0485759e+02  -3.8935604e+00   8.8725016e+01
 4134  -1.1598346e+01   1.3566671e+02   4.8304999e+00   1.3582499e+02  -1.1756623e+01   8.8123307e+01
 4135  -1.2774165e+01   1.0989278e+02   2.9811173e+00   1.0996518e+02  -1.2846571e+01   8.8608662e+01
 4136  -8.5990584e+00   1.3076831e+02   3.5838240e+00   1.3086040e+02  -8.6911554e+00   8.8527939e+01
 4137  -1.0095898e+01   8.6530793e+01   3.9516510e+00   8.6692130e+01  -1.0257236e+01   8.7662033e+01
 4138  -1.3746659e+01   8.5800640e+01   1.8276269e+00   8.5834183e+01  -1.3780202e+01   8.8948557e+01
 4139  -9.1316067e+00   1.0887590e+02   3.8563463e+00   1.0900179e+02  -9.2574932e+00   8.8130301e+01
 4140  -9.3246887e+00   1.1058267e+02   3.8245969e+00   1.1070454e+02  -9.4465552e+00   8.8174952e+01
 4141  -1.2299886e+01   1.0741334e+02   2.6129150e+00   1.0747034e+02  -1.2356889e+01   8.8750230e+01
 4142  -7.6066132e+00   1.3355720e+02   4.2030946e+00   1.3368223e+02  -7.7316479e+00   8.8296054e+01
 4143  -1.2975747e+01   8.3020236e+01   2.9346774e+00   8.3109868e+01  -1.3065379e+01   8.8250598e+01
 4144  -7.9220114e+00   1.0828891e+02   5.1151440e+00   1.0851363e+02  -8.1467252e+00   8.7484552e+01
 4145  -9.1635502e+00   8.4499240e+01   4.6984109e+00   8.4734337e+01  -9.3986467e+00   8.7135454e+01
 4146  -9.8017140e+00   8.3655043e+01   2.4274095e+00   8.3718049e+01  -9.8647202e+00   8.8513158e+01
 4147  -1.2784930e+01   8.3774964e+01   2.4974037e+00   8.3839513e+01  -1.2849479e+01   8.8519434e+01
 4148  -1.2685008e+01   1.0816522e+02   3.4862483e+00   1.0826571e+02  -1.2785494e+01   8.8348980e+01
 4149  -1.0683273e+01   1.3584973e+02   4.0290320e+00   1.3596042e+02  -1.0793970e+01   8.8426196e+01
 4150  -1.4182656e+01   6.1750333e+01   1.7146036e+00   6.1789030e+01  -1.4221353e+01   8.8707112e+01
 4151  -1.5332794e+01   3.7730168e+01   2.3140669e+00   3.7830892e+01  -1.5433519e+01   8.7507648e+01
 4152  -1.1083686e+01   5.8975705e+01   1.6064895e+00   5.9012524e+01  -1.1120504e+01   8.8687105e+01
 4153  -1.6726911e+01   1.2699525e+01   1.3959958e+00   1.2765603e+01  -1.6792989e+01   8.7289990e+01
 4154  -1.2331640e+01   3.4675884e+01   2.3317768e+00   3.4791267e+01  -1.2447023e+01   8.7167151e+01
 4155  -1.3047556e+01   1.1627379e+01   2.2650657e+00   1.1833580e+01  -1.3253757e+01   8.4798390e+01
 4156  -1.4955232e+01   1.3053861e+01   5.1168019e-01   1.3063205e+01  -1.4964576e+01   8.8953765e+01
 4157  -1.4927035e+01   3.7811319e+01   8.3671214e-01   3.7824591e+01  -1.4940306e+01   8.9091288e+01
 4158  -1.2996641e+01   3.4542883e+01   1.0864223e+00   3.4567698e+01  -1.3021456e+01   8.8691528e+01
 4159  -1.1084284e+01   3.6231199e+01   1.5909223e+00   3.6284632e+01  -1.1137717e+01   8.8076399e+01
 4160  -1.3193112e+01   5.9863004e+01   2.3490547e+00   5.9938458e+01  -1.3268566e+01   8.8160238e+01
 4161  -1.1742765e+01   1.2217584e+01   9.0367841e-01   1.2251618e+01  -1.1776800e+01   8.7843141e+01
 4162  -1.6128278e+01   1.1011234e+01  -9.6027552e-01   1.1045169e+01  -1.6162212e+01   9.2023919e+01
 4163  -1.4704668e+01   1.1625203e+01  -7.6871514e-01   1.1647627e+01  -1.4727092e+01   9.1670885e+01
 4164  -1.3453037e+01   3.5757449e+01   9.0035002e-01   3.5773916e+01  -1.3469504e+01   8.8952190e+01
 4165  -1.0405181e+01   6.0420591e+01   3.1407992e+00   6.0559598e+01  -1.0544188e+01   8.7465825e+01
 4166  -1.3693776e+01   6.1848109e+01   2.5204400e+00   6.1932109e+01  -1.3777777e+01   8.8091168e+01
 4167  -6.8602622e+00   1.3461146e+02   4.8906122e+00   1.3478032e+02  -7.0291269e+00   8.8022458e+01
 4168  -1.1343858e+01   5.8923671e+01   2.6902232e+00   5.9026517e+01  -1.1446704e+01   8.7810678e+01
 4169  -6.6110636e+00   1.3284587e+02   5.6568377e+00   1.3307496e+02  -6.8401475e+00   8.7680971e+01
 4170  -1.0166916e+01   1.3395013e+02   4.8396386e+00   1.3411246e+02  -1.0329254e+01   8.8078818e+01
 4171  -1.1772590e+01   8.5274426e+01   2.2635102e+00   8.5327191e+01  -1.1825355e+01   8.8664610e+01
 4172  -1.1372578e+01   1.0903830e+02   3.5732769e+00   1.0914424e+02  -1.1478525e+01   8.8301700e+01
 4173  -7.1630951e+00   1.0832190e+02   4.7376381e+00   1.0851593e+02  -7.3571252e+00   8.7654760e+01
 4174  -7.9582542e+00   8.6037293e+01   4.8604053e+00   8.6287950e+01  -8.2089119e+00   8.7047794e+01
 4175  -1.0209748e+01   1.3212613e+02   4.9415257e+00   1.3229748e+02  -1.0381099e+01   8.8014029e+01
 4176  -7.5805838e+00   1.0979670e+02   4.9804679e+00   1.1000765e+02  -7.7915323e+00   8.7574678e+01
 4177  -1.0436350e+01   1.0766725e+02   3.9996211e+00   1.0780254e+02  -1.0571644e+01   8.8062617e+01
 4178  -1.0023357e+01   1.3055062e+02   4.2791029e+00   1.3068076e+02  -1.0153493e+01   8.8258054e+01
 4179  -1.0780132e+01   8.2687729e+01   3.2424840e+00   8.2800078e+01  -1.0892482e+01   8.8015538e+01
 4180  -5.6999979e+00   1.0808840e+02   5.7187899e+00   1.0837509e+02  -5.9866911e+00   8.7130062e+01
 4181  -6.7281584e+00   8.4450686e+01   5.1807944e+00   8.4744115e+01  -7.0215876e+00   8.6758353e+01
